repo,path,line,effect_kind,api 
agno,libs/agno/tests/unit/context/test_google_context_providers.py,53,Overwrite,sa_file.write_text
agno,libs/agno/tests/unit/context/test_google_context_providers.py,62,Overwrite,sa_file.write_text
agno,libs/agno/tests/unit/context/test_providers.py,51,Overwrite,file_.write_text
agno,libs/agno/tests/unit/context/test_providers.py,67,Overwrite,write_text
agno,libs/agno/tests/unit/context/test_providers.py,98,Overwrite,file_.write_text
agno,libs/agno/tests/unit/context/test_providers.py,119,Overwrite,write_text
agno,libs/agno/tests/unit/context/test_providers.py,121,Overwrite,write_text
agno,libs/agno/tests/unit/context/test_providers.py,124,Overwrite,write_text
agno,libs/agno/tests/unit/context/test_providers.py,654,Overwrite,bad_sa.write_text
agno,libs/agno/tests/unit/context/test_providers.py,666,Overwrite,sa.write_text
agno,libs/agno/tests/unit/context/test_providers.py,701,Overwrite,sa.write_text
agno,libs/agno/tests/unit/context/test_providers.py,746,Overwrite,sa.write_text
agno,libs/agno/tests/unit/context/test_providers.py,818,Overwrite,bad.write_text
agno,libs/agno/tests/unit/context/test_providers.py,840,Overwrite,token.write_text
agno,libs/agno/tests/unit/context/test_wiki_notion_ops.py,112,Overwrite,path.write_text
agno,libs/agno/tests/unit/context/test_wiki_provider.py,188,Overwrite,f.write_text
agno,libs/agno/tests/unit/context/test_wiki_provider.py,470,Overwrite,write_text
agno,libs/agno/tests/unit/db/test_auth_tokens.py,24,Delete,os.unlink
agno,libs/agno/tests/unit/db/test_auth_tokens.py,38,Delete,os.unlink
agno,libs/agno/tests/unit/db/test_auth_tokens_delete.py,21,Delete,os.unlink
agno,libs/agno/tests/unit/db/test_auth_tokens_delete.py,35,Delete,os.unlink
agno,libs/agno/tests/unit/integrations/test_memori.py,31,Delete,os.unlink
agno,libs/agno/tests/unit/integrations/test_memori.py,136,Delete,os.unlink
agno,libs/agno/tests/unit/integrations/test_memori.py,220,Delete,os.unlink
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,45,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,72,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,99,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,158,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,305,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,337,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,362,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,391,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,419,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,445,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,473,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,503,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,516,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,526,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,538,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,616,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,642,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,700,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,729,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,814,Overwrite,file_path.write_text
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,862,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1294,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1348,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1412,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1448,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1472,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1504,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1530,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1562,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1591,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1619,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1654,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1684,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1971,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1993,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,2021,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_excel_reader.py,1379,Overwrite,file_path.write_bytes
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,44,Overwrite,test_file.write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,114,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,115,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,116,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,129,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,130,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,131,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,157,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,158,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,174,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,175,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,191,Overwrite,test_file.write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,206,Overwrite,test_file.write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,221,Overwrite,test_file.write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,253,Overwrite,test_file.write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,268,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,269,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,270,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,283,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,293,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,294,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,295,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,305,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,320,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,345,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,357,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,404,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,416,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,429,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,444,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,457,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,458,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,459,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,475,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,476,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,502,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,541,Overwrite,write_bytes
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,542,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,555,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,568,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,580,Overwrite,test_file.write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,593,Overwrite,real_file.write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,144,Overwrite,write_text
agno,libs/agno/tests/unit/knowledge/test_filesystem_knowledge.py,335,Overwrite,write_text
agno,libs/agno/tests/unit/models/test_model_helpers.py,265,Overwrite,open
agno,libs/agno/tests/unit/models/test_model_helpers.py,282,Overwrite,open
agno,libs/agno/tests/unit/models/google/test_gemini.py,644,Delete,image_path.unlink
agno,libs/agno/tests/unit/models/google/test_gemini.py,664,Delete,image_path.unlink
agno,libs/agno/tests/unit/models/google/test_gemini.py,686,Delete,image_path.unlink
agno,libs/agno/tests/unit/os/test_client_user_id.py,225,SendExt,client.post
agno,libs/agno/tests/unit/os/test_client_user_id.py,276,SendExt,client.post
agno,libs/agno/tests/unit/os/test_mcp_server.py,381,SendExt,client.post
agno,libs/agno/tests/unit/os/test_mcp_server.py,395,SendExt,client.post
agno,libs/agno/tests/unit/os/test_mcp_server.py,506,SendExt,client.post
agno,libs/agno/tests/unit/os/test_mcp_server.py,534,SendExt,client.post
agno,libs/agno/tests/unit/os/test_mcp_server.py,541,SendExt,client.post
agno,libs/agno/tests/unit/os/test_mcp_server.py,549,SendExt,client.post
agno,libs/agno/tests/unit/os/test_mcp_server.py,556,SendExt,client.post
agno,libs/agno/tests/unit/os/test_mcp_server.py,566,SendExt,client.post
agno,libs/agno/tests/unit/os/test_os_security_key_webhooks.py,87,SendExt,client.post
agno,libs/agno/tests/unit/os/test_os_security_key_webhooks.py,102,SendExt,client.post
agno,libs/agno/tests/unit/os/test_os_security_key_webhooks.py,115,SendExt,client.post
agno,libs/agno/tests/unit/os/test_os_security_key_webhooks.py,156,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,239,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,247,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,255,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,286,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,271,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,303,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,368,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,414,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,454,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,482,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,507,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,546,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,590,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,633,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,677,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,722,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,767,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,812,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,861,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,913,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,949,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,985,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1024,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1061,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1134,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1150,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1170,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1192,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1247,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1268,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1296,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1320,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1361,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1437,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1455,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1473,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1498,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1525,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1565,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1602,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1637,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1673,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1710,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1750,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1784,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1817,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1856,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1908,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1956,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,1993,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2038,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2082,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2123,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2166,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2187,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2224,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2240,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2262,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2302,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2328,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2378,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2416,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2534,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2588,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2627,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2668,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2698,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2815,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2835,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2859,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2894,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_interface.py,2895,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,697,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,742,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,770,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,793,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,811,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,838,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,872,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,887,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,906,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,907,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,923,SendExt,client.post
agno,libs/agno/tests/unit/os/test_telegram_streaming_e2e.py,945,SendExt,client.post
agno,libs/agno/tests/unit/os/test_trailing_slash_middleware.py,94,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,84,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,114,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,140,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,170,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,191,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,238,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,289,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,313,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,361,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,406,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,431,SendExt,client.post
agno,libs/agno/tests/unit/os/interfaces/test_agui_state_events.py,456,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/conftest.py,19,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_components_router.py,157,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_components_router.py,178,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_components_router.py,195,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_components_router.py,212,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_components_router.py,275,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_components_router.py,285,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_components_router.py,364,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_components_router.py,377,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_components_router.py,469,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_components_router.py,482,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_components_router.py,542,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_components_router.py,552,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_components_router.py,560,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,205,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,216,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,225,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,232,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,243,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,249,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,281,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,291,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,297,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,304,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,314,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,322,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_learnings_router.py,331,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,118,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,134,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,153,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,196,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,202,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,208,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,247,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,253,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,269,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,275,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,288,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,293,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,384,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,395,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,406,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_schedules_router.py,417,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,626,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,638,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,650,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,664,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,676,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,688,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,700,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,712,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,724,SendExt,client.patch
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,813,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,827,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,840,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_session_type_filter.py,858,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_slack_router.py,478,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_slack_router.py,637,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,179,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,198,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,229,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,251,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,275,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,304,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,329,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,351,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,377,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,409,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,441,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,549,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,574,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,664,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,707,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,745,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,774,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,781,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,806,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,814,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,834,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,861,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,870,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,891,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,941,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,977,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,1004,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,1010,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,1030,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,1060,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,1090,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,481,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,515,SendExt,client.post
agno,libs/agno/tests/unit/os/routers/test_whatsapp_router.py,920,SendExt,client.post
agno,libs/agno/tests/unit/reader/test_csv_field_label_reader.py,33,Overwrite,open
agno,libs/agno/tests/unit/reader/test_csv_field_label_reader.py,41,Overwrite,open
agno,libs/agno/tests/unit/reader/test_csv_field_label_reader.py,49,Overwrite,open
agno,libs/agno/tests/unit/reader/test_csv_field_label_reader.py,248,Overwrite,open
agno,libs/agno/tests/unit/reader/test_csv_field_label_reader.py,297,Overwrite,open
agno,libs/agno/tests/unit/reader/test_csv_field_label_reader.py,516,Overwrite,open
agno,libs/agno/tests/unit/reader/test_csv_reader.py,32,Overwrite,open
agno,libs/agno/tests/unit/reader/test_csv_reader.py,40,Overwrite,open
agno,libs/agno/tests/unit/reader/test_csv_reader.py,164,Overwrite,open
agno,libs/agno/tests/unit/reader/test_csv_reader.py,276,Overwrite,open
agno,libs/agno/tests/unit/reader/test_csv_reader.py,314,Overwrite,open
agno,libs/agno/tests/unit/reader/test_json_reader.py,16,Overwrite,json_path.write_text
agno,libs/agno/tests/unit/reader/test_json_reader.py,100,Overwrite,json_path.write_text
agno,libs/agno/tests/unit/reader/test_json_reader.py,110,Overwrite,json_path.write_text
agno,libs/agno/tests/unit/reader/test_json_reader.py,121,Overwrite,json_path.write_text
